id;province_type;R;G;B;x;y;province_terrain
PRV000535;land;68;251;40;1419.86;978.46;urban
PRV000536;land;221;52;124;1417.71;901.81;hills
PRV000537;land;68;91;216;1397.1;898.5;plains
PRV000538;land;34;134;44;1443.77;978.16;urban
PRV000539;land;65;4;176;1426.84;885.25;hills
PRV000540;land;84;66;55;1457.84;944.32;hills
PRV000541;land;86;187;17;1356.75;897.82;plains
PRV000542;land;245;250;193;1409.57;919.78;plains
PRV000543;land;203;118;46;2111.73;574.07;hills
PRV000544;land;52;84;179;2074.46;563.57;mountain
PRV000545;land;90;51;195;2006.57;564.92;mountain
PRV000546;land;76;195;231;2018.19;548.09;mountain
PRV000547;land;77;8;214;2043.98;538.83;mountain
PRV000548;land;85;51;3;2042.52;573.19;mountain
PRV000549;land;99;18;89;659.37;734.83;forest
PRV000550;land;250;82;202;614.34;741.99;forest
PRV000551;land;46;246;54;634.55;775.89;forest
PRV000552;land;13;31;254;636.34;730.85;forest
PRV000553;land;163;181;137;585.48;735.85;forest
PRV000554;land;167;253;244;640.28;752.89;forest
PRV000555;land;103;55;241;607.61;715.83;forest
PRV000556;land;123;187;61;641.55;714.04;forest
PRV000557;land;144;209;248;588.22;763.22;forest
PRV000558;land;115;167;142;611.86;771.53;forest
PRV000559;land;33;211;112;1295.61;1699.19;desert
PRV000560;land;208;121;148;1215.08;1736.2;desert
PRV000561;land;54;179;35;1159.94;1738.62;desert
PRV000562;land;73;165;11;1277.96;1733.26;desert
PRV000563;land;59;46;7;1256.65;1698.05;desert
PRV000564;land;10;169;238;1387.17;1736.19;desert
PRV000565;land;171;121;105;1230.67;1710.81;desert
PRV000566;land;157;248;181;1182.46;1736.98;desert
PRV000567;land;81;167;247;1246.7;1732.38;desert
PRV000568;land;190;192;57;1300.79;1723.62;desert
PRV000569;land;83;205;250;1195.14;1720.81;desert
PRV000570;land;52;184;40;1209.27;1703.96;desert
PRV000571;land;247;178;124;2317.71;619.14;plains
PRV000572;land;152;154;237;2448.83;690.97;plains
PRV000573;land;190;41;192;2346.82;712.3;plains
PRV000574;land;52;130;212;2392.6;678.42;plains
PRV000575;land;243;22;199;2286.94;653.7;plains
PRV000576;land;12;207;239;2405.26;631.31;plains
PRV000577;land;109;167;200;2391.66;726.59;plains
PRV000578;land;211;93;222;2448.92;620.32;plains
PRV000579;land;244;64;31;2360.96;631.87;plains
PRV000580;land;54;11;139;2448.57;727.92;plains
PRV000581;land;19;144;40;2455.06;654.77;plains
PRV000582;land;180;59;214;2323.03;675.91;plains
PRV000583;land;64;18;214;1369.35;241.67;mountain
PRV000584;land;82;241;184;1395.07;263.47;mountain
PRV000585;land;30;72;59;1428.65;279.11;forest
PRV000586;land;212;63;232;1421.46;260.72;mountain
PRV000587;land;240;77;2;1371.19;262.29;hills
PRV000588;land;30;255;252;1408.45;279.78;mountain
PRV000589;land;124;166;171;1426.62;301.56;forest
PRV000590;land;139;179;7;1375.55;279.51;hills
PRV000591;land;2;76;185;1400.65;293.6;hills
PRV000592;land;91;19;134;1347.68;252.57;hills
PRV000593;land;255;172;64;1003.88;619.56;mountain
PRV000594;land;144;68;126;1020.66;602.01;mountain
PRV000595;land;216;151;159;984.71;621.26;mountain
PRV000596;land;191;163;164;1027.02;657.88;mountain
PRV000597;land;176;193;204;1044.26;603.64;mountain
PRV000598;land;20;251;83;991.93;644.83;mountain
PRV000599;land;230;180;253;1023.73;622.26;mountain
PRV000600;land;74;54;139;962.53;621.56;forest
PRV000601;land;74;211;203;1043.42;624.93;mountain
PRV000602;land;50;69;243;1011.36;647.39;mountain
PRV000603;land;12;50;120;1034.2;642.34;mountain
PRV000604;land;50;59;101;974.93;606.34;forest
PRV000605;land;57;28;246;1216.75;700.71;plains
PRV000606;land;178;198;115;1175.92;655.2;hills
PRV000607;land;252;165;182;1206.29;649.47;hills
PRV000608;land;94;131;66;1176.39;693.39;hills
PRV000609;land;229;180;190;1199.74;695.13;plains
PRV000610;land;118;89;240;1180.52;680.83;hills
PRV000611;land;219;183;118;1210.17;670.89;plains
PRV000612;land;175;40;124;1191.09;639.92;hills
PRV000613;land;91;213;219;1193.41;670.41;hills
PRV000614;land;187;19;28;1223.46;679.28;plains
PRV000615;land;217;254;90;1227.06;655.13;hills
PRV000616;land;100;101;238;1439.94;757.28;mountain
PRV000617;land;165;4;25;1412.94;708.06;mountain
PRV000618;land;43;137;199;1389.97;699.75;mountain
PRV000619;land;88;36;144;1435.15;730.14;mountain
PRV000620;land;219;235;254;1361.92;765.47;hills
PRV000621;land;73;133;166;1388.81;752.76;mountain
PRV000622;land;93;47;75;1414.7;746.05;mountain
PRV000623;land;194;11;187;1412.7;770.09;mountain
PRV000624;land;68;7;196;1400.58;726.45;mountain
PRV000625;land;96;105;120;1373.61;721.88;mountain
PRV000626;land;207;116;55;1370.12;697.92;mountain
PRV000627;land;225;39;9;1367.6;745.9;mountain
PRV000628;land;16;249;240;1946.78;1516.41;plains
PRV000629;land;182;226;201;1913.0;1571.39;plains
PRV000630;land;88;144;84;2458.71;126.95;plains
PRV000631;land;43;225;137;2407.3;98.78;plains
PRV000632;land;92;20;116;2407.17;143.44;plains
PRV000633;land;161;21;99;382.95;233.78;plains
PRV000634;land;89;237;236;349.67;179.81;forest
PRV000635;land;178;226;79;371.64;167.33;forest
PRV000636;land;50;95;158;349.89;208.89;forest
PRV000637;land;39;99;50;410.83;188.75;forest
PRV000638;land;219;78;107;380.08;206.06;forest
PRV000639;land;225;233;98;733.57;380.59;mountain
PRV000640;land;249;146;88;766.47;311.96;mountain
PRV000641;land;194;18;125;747.1;286.22;hills
PRV000642;land;60;142;187;737.71;317.48;mountain
PRV000643;land;134;5;214;713.32;328.27;mountain
PRV000644;land;133;166;175;761.35;372.55;mountain
PRV000645;land;32;157;58;706.65;295.74;hills
PRV000646;land;152;109;247;709.92;362.0;mountain
PRV000647;land;7;142;224;769.16;340.2;mountain
PRV000648;land;19;170;93;740.24;349.56;mountain
PRV000649;land;163;179;56;1641.9;356.31;forest
PRV000650;land;254;122;156;1609.75;258.81;forest
PRV000651;land;228;26;54;1644.76;335.38;forest
PRV000652;land;136;175;59;1576.9;292.1;mountain
PRV000653;land;45;98;187;1630.61;284.35;forest
PRV000654;land;79;82;247;1618.12;236.47;forest
PRV000655;land;53;115;151;1534.93;322.73;hills
PRV000656;land;8;34;168;1607.49;295.88;forest
PRV000657;land;66;217;194;1586.22;254.11;forest
PRV000658;land;119;35;171;1627.24;369.09;forest
PRV000659;land;251;2;121;1653.0;313.78;hills
PRV000660;land;106;105;111;1632.16;250.74;forest
PRV000661;land;4;55;114;1619.86;342.06;mountain
PRV000662;land;98;12;105;1582.73;361.61;mountain
PRV000663;land;239;3;11;1667.3;276.32;forest
PRV000664;land;163;193;101;1661.43;295.32;forest
PRV000665;land;224;71;9;1578.14;240.35;forest
PRV000666;land;227;195;65;1597.83;320.19;mountain
PRV000667;land;140;3;173;1559.72;264.24;mountain
PRV000668;land;155;117;195;1625.3;316.93;hills
PRV000669;land;224;17;23;1555.56;309.78;mountain
PRV000670;land;83;54;222;1545.49;290.36;mountain
PRV000671;land;70;112;154;1593.52;274.71;forest
PRV000672;land;223;156;191;1581.41;342.33;mountain
PRV000673;land;226;254;139;1603.7;356.28;mountain
PRV000674;land;170;88;185;1569.85;226.05;mountain
PRV000675;land;169;47;156;1649.09;262.34;forest
PRV000676;land;5;68;10;1553.85;347.05;mountain
PRV000677;land;77;7;210;1573.11;321.02;mountain
PRV000678;land;164;126;3;1066.6;416.96;hills
PRV000679;land;167;90;86;1159.18;447.16;hills
PRV000680;land;242;8;64;1069.15;354.33;hills
PRV000681;land;172;124;55;1119.27;387.25;hills
PRV000682;land;201;108;252;1098.03;353.62;hills
PRV000683;land;253;219;75;1091.9;400.23;hills
PRV000684;land;38;159;32;1060.91;376.9;hills
PRV000685;land;229;149;145;1082.81;435.46;hills
PRV000686;land;242;128;239;1051.84;400.53;hills
PRV000687;land;206;32;139;1497.75;1009.21;urban
PRV000688;land;10;0;17;1473.6;1003.0;urban
PRV000689;land;76;40;131;1567.98;963.83;mountain
PRV000690;land;176;240;40;1489.39;986.2;urban
PRV000691;land;72;209;117;1507.28;935.58;hills
PRV000692;land;161;8;201;1542.16;916.87;mountain
PRV000693;land;201;234;83;1487.61;1026.91;urban
PRV000694;land;233;136;53;1480.11;954.98;hills
PRV000695;land;30;18;35;1571.84;928.64;mountain
PRV000696;land;97;140;57;1463.34;983.23;urban
PRV000697;land;193;21;249;1536.64;1008.17;hills
PRV000698;land;212;168;22;1535.54;951.5;mountain
PRV000699;land;244;184;237;1519.47;995.53;hills
PRV000700;land;60;65;174;1540.42;978.58;hills
PRV000701;land;19;236;180;1565.86;988.03;mountain
PRV000702;land;31;31;208;1552.64;1004.77;hills
PRV000703;land;248;117;224;1516.99;1018.81;urban
PRV000704;land;169;97;93;1510.57;972.54;hills
PRV000705;land;57;119;219;22.32;1063.04;plains
PRV000706;land;212;4;55;80.69;1066.76;hills
PRV000707;land;80;162;196;67.06;1220.19;plains
PRV000708;land;105;116;104;98.28;1126.22;plains
PRV000709;land;209;171;220;135.18;1181.81;plains
PRV000710;land;104;58;164;31.6;1197.23;plains
PRV000711;land;89;132;228;155.9;1076.83;hills
PRV000712;land;31;95;154;31.36;1151.81;plains
PRV000713;land;125;92;161;28.2;1107.89;plains
PRV000714;land;241;142;115;526.84;903.89;hills
PRV000715;land;95;67;244;549.39;950.33;mountain
PRV000716;land;99;215;148;516.79;881.72;hills
PRV000717;land;8;142;88;552.34;900.0;hills
PRV000718;land;191;212;141;502.24;927.67;mountain
PRV000719;land;131;191;34;487.74;914.65;mountain
PRV000720;land;251;55;207;482.68;893.93;mountain
PRV000721;land;153;95;162;553.49;933.15;hills
PRV000722;land;102;120;44;544.76;919.67;hills
PRV000723;land;187;67;249;542.74;871.03;hills
PRV000724;land;75;23;226;522.5;932.8;mountain
PRV000725;land;3;145;27;504.78;900.69;hills
PRV000726;land;9;85;124;562.49;878.58;hills
PRV000727;land;21;95;73;545.07;1353.08;plains
PRV000728;land;185;231;123;553.53;1400.07;plains
PRV000729;land;37;168;233;583.6;1385.99;plains
PRV000730;land;128;60;115;412.61;1115.27;hills
PRV000731;land;158;97;84;556.97;1374.31;plains
PRV000732;land;29;169;12;415.93;1083.21;hills
PRV000733;land;210;12;107;528.92;1371.25;plains
PRV000734;land;81;183;78;575.2;1354.13;plains
PRV000735;land;62;95;237;386.42;1106.65;hills
PRV000736;land;78;173;119;429.42;1093.9;hills
PRV000737;land;82;93;103;439.32;1108.7;hills
PRV000738;land;158;168;139;392.82;1144.84;hills
PRV000739;land;241;192;230;456.75;1137.68;hills
PRV000740;land;45;70;87;358.87;1161.85;urban
PRV000741;land;129;53;188;443.15;1125.68;hills
PRV000742;land;115;186;108;359.57;1129.0;hills
PRV000743;land;139;39;38;422.49;1143.94;hills
PRV000744;land;243;142;244;502.41;50.69;forest
PRV000745;land;189;95;79;492.87;15.57;forest
PRV000746;land;154;135;203;532.99;25.69;forest
PRV000747;land;10;164;84;2276.12;974.02;plains
PRV000748;land;148;237;121;2245.07;846.47;hills
PRV000749;land;62;245;162;2239.34;899.97;hills
PRV000750;land;130;180;84;2254.72;911.75;hills
PRV000751;land;242;34;82;2331.63;914.21;urban
PRV000752;land;86;198;157;2303.89;930.48;urban
PRV000753;land;71;42;26;2326.38;956.87;urban
PRV000754;land;111;171;67;2265.12;868.58;hills
PRV000755;land;125;191;190;2238.07;935.01;hills
PRV000756;land;143;68;238;2353.02;925.93;mountain
PRV000757;land;255;178;83;2273.82;924.28;urban
PRV000758;land;183;232;32;2307.44;901.28;urban
PRV000759;land;191;36;150;2245.39;974.58;plains
PRV000760;land;59;242;223;2285.52;950.57;urban
PRV000761;land;187;155;83;2279.95;892.23;hills
PRV000762;land;105;55;210;2235.06;882.94;hills
PRV000763;land;228;244;68;2225.76;866.32;hills
PRV000764;land;172;251;125;2215.09;878.85;hills
PRV000765;land;244;157;209;2255.58;951.88;hills
PRV000766;land;222;65;39;2260.33;1036.04;plains
PRV000767;land;101;186;207;2255.79;994.85;plains
PRV000768;land;178;239;185;1367.85;667.39;mountain
PRV000769;land;149;242;3;1422.36;662.29;hills
PRV000770;land;214;249;57;1397.24;648.99;hills
PRV000771;land;138;121;107;1394.64;674.8;mountain
PRV000772;land;23;42;31;1448.22;645.47;hills
PRV000773;land;216;15;212;1423.97;636.13;hills
PRV000774;land;169;62;64;1436.35;612.29;hills
PRV000775;land;245;66;129;1386.05;605.78;hills
PRV000776;land;171;21;254;1399.13;624.93;hills
PRV000777;land;232;156;90;1424.44;683.68;hills
PRV000778;land;228;67;146;1372.16;637.87;mountain
PRV000779;land;185;101;47;1406.48;590.61;hills
PRV000780;land;221;92;249;841.04;507.92;hills
PRV000781;land;194;116;157;935.85;520.06;mountain
PRV000782;land;32;12;171;908.84;517.74;mountain
PRV000783;land;236;61;64;879.16;551.67;forest
PRV000784;land;255;94;53;923.32;492.39;mountain
PRV000785;land;190;113;187;957.38;524.65;hills
PRV000786;land;80;255;151;954.36;487.67;mountain
PRV000787;land;206;23;92;911.74;538.64;forest
PRV000788;land;142;57;238;885.69;531.34;forest
PRV000789;land;137;23;26;861.39;516.94;mountain
PRV000790;land;5;180;202;897.84;494.37;mountain
PRV000791;land;18;233;80;863.18;536.64;forest
PRV000792;land;205;149;120;853.09;555.94;forest
PRV000793;land;147;165;56;840.97;532.27;plains
PRV000794;land;249;111;113;883.81;509.16;mountain
PRV000795;land;201;162;6;868.07;497.83;mountain
PRV000796;land;55;117;175;2165.95;321.9;urban
PRV000797;land;254;86;90;2206.45;318.74;urban
PRV000798;land;120;80;56;2193.65;450.52;forest
PRV000799;land;117;114;233;2263.96;348.93;plains
PRV000800;land;19;87;145;2247.95;434.86;plains
PRV000801;land;124;20;24;2238.77;383.68;plains
PRV000802;land;99;255;167;2185.95;379.93;forest
PRV000803;land;219;139;255;2254.03;309.14;plains
PRV000804;land;108;216;114;323.14;63.16;forest
PRV000805;land;70;3;44;378.88;22.86;forest
PRV000806;land;117;117;198;361.94;65.45;forest
PRV000807;land;145;179;152;343.97;21.59;forest
PRV000808;land;216;109;115;314.79;19.99;forest
PRV000809;land;91;179;18;2036.35;475.28;hills
PRV000810;land;31;102;6;2101.4;521.82;hills
PRV000811;land;31;201;109;2141.43;520.65;forest
PRV000812;land;192;148;163;2059.3;505.93;mountain
PRV000813;land;111;70;254;2108.61;124.1;plains
PRV000814;land;61;131;118;2167.97;15.84;plains
PRV000815;land;243;163;114;2147.4;179.81;plains
PRV000816;land;51;181;179;2151.2;85.67;plains
PRV000817;land;184;13;143;2117.31;103.47;plains
PRV000818;land;165;7;60;2187.72;56.12;plains
PRV000819;land;190;70;235;2122.15;134.54;plains
PRV000820;land;169;206;159;2122.08;17.7;plains
PRV000821;land;59;230;45;2189.66;102.2;plains
PRV000822;land;183;126;149;2133.49;42.96;plains
PRV000823;land;3;135;251;2167.97;124.47;plains
PRV000824;land;219;178;220;2114.61;79.6;plains
PRV000825;land;97;49;42;2090.51;11.42;plains
PRV000826;land;229;102;191;2098.41;50.02;plains
PRV000827;land;19;209;250;2186.38;164.22;plains
PRV000828;land;44;12;90;2141.41;152.21;plains
PRV000829;land;204;134;149;2140.08;117.5;plains
PRV000830;land;48;86;166;2158.6;54.43;plains
PRV000831;land;44;159;81;715.58;156.12;hills
PRV000832;land;177;254;40;828.58;173.55;mountain
PRV000833;land;29;139;199;804.16;165.92;hills
PRV000834;land;248;102;191;767.22;139.93;hills
PRV000835;land;176;219;38;752.08;204.03;hills
PRV000836;land;104;22;109;742.08;167.71;hills
PRV000837;land;113;168;234;740.36;132.12;hills
PRV000838;land;50;247;25;767.84;214.96;mountain
PRV000839;land;201;120;207;795.09;146.95;hills
PRV000840;land;57;246;145;787.2;182.33;hills
PRV000841;land;220;117;210;736.49;190.6;hills
PRV000842;land;102;141;138;787.79;204.03;mountain
PRV000843;land;241;247;187;812.72;193.44;mountain
PRV000844;land;100;169;11;767.92;170.01;hills
PRV000845;land;83;133;46;1960.77;113.69;forest
PRV000846;land;119;208;141;2003.56;33.29;forest
PRV000847;land;57;88;208;1934.59;144.33;forest
PRV000848;land;14;140;193;1976.7;171.65;urban
PRV000849;land;238;158;201;1977.37;68.66;forest
PRV000850;land;107;28;154;1994.67;92.27;forest
PRV000851;land;73;209;138;1911.97;108.07;forest
PRV000852;land;54;164;86;1966.94;27.91;forest
PRV000853;land;38;149;238;1958.02;51.33;forest
PRV000854;land;14;213;9;2011.3;184.91;forest
PRV000855;land;236;252;121;1923.74;63.4;hills
PRV000856;land;106;62;197;1935.33;28.47;forest
PRV000857;land;251;71;249;1947.67;86.37;forest
PRV000858;land;39;237;38;2016.35;151.15;forest
PRV000859;land;4;19;79;1988.95;11.0;forest
PRV000860;land;229;216;125;1955.23;10.71;forest
PRV000861;land;214;223;252;2000.36;59.19;forest
PRV000862;land;222;185;42;1998.56;122.1;forest
PRV000863;land;166;195;117;1977.96;146.8;forest
PRV000864;land;161;69;228;805.62;642.19;plains
PRV000865;land;22;219;24;847.5;614.08;forest
PRV000866;land;204;79;114;805.88;623.2;forest
PRV000867;land;152;126;73;837.54;592.8;forest
PRV000868;land;98;111;41;804.27;597.09;forest
PRV000869;land;150;141;63;827.31;635.63;plains
PRV000870;land;237;19;96;866.31;622.69;forest
PRV000871;land;2;4;94;848.45;643.78;plains
PRV000872;land;219;254;230;794.44;611.36;forest
PRV000873;land;78;237;195;807.25;578.56;forest
PRV000874;land;151;149;250;849.5;577.12;forest
PRV000875;land;251;93;230;825.42;563.81;forest
PRV000876;land;122;114;247;823.11;609.86;forest
PRV000877;land;239;71;43;789.6;639.59;plains
PRV000878;land;255;123;23;796.42;843.83;plains
PRV000879;land;67;129;116;745.43;819.62;plains
PRV000880;land;192;44;255;788.54;805.53;plains
PRV000881;land;90;68;240;774.43;824.01;plains
PRV000882;land;116;163;240;768.43;802.94;plains
PRV000883;land;231;154;159;731.57;838.37;plains
PRV000884;land;119;132;90;753.96;841.01;plains
PRV000885;land;65;238;63;753.3;799.14;plains
PRV000886;land;253;125;184;810.54;821.17;plains
PRV000887;land;215;204;69;821.02;854.25;urban
PRV000888;land;178;100;207;738.33;792.07;plains
PRV000889;land;100;25;114;1432.24;804.97;mountain
PRV000890;land;20;101;8;1436.18;828.64;mountain
PRV000891;land;181;218;146;1378.88;823.37;hills
PRV000892;land;168;45;137;1413.59;794.38;mountain
PRV000893;land;142;151;144;1350.65;779.78;hills
PRV000894;land;112;20;131;1381.25;864.23;plains
PRV000895;land;135;159;220;1416.09;827.68;mountain
PRV000896;land;130;224;81;1355.21;796.4;hills
PRV000897;land;73;167;37;1364.92;848.25;plains
PRV000898;land;39;251;227;1418.82;853.58;hills
PRV000899;land;148;208;144;1330.38;788.04;plains
PRV000900;land;153;1;129;1359.4;819.98;hills
PRV000901;land;165;185;144;1348.28;839.96;plains
PRV000902;land;190;51;210;1387.94;783.42;mountain
PRV000903;land;200;32;218;1400.34;852.89;hills
PRV000904;land;244;74;81;1356.53;867.6;plains
PRV000905;land;147;245;146;1332.41;829.45;plains
PRV000906;land;169;241;218;1385.0;840.53;hills
PRV000907;land;119;171;127;1375.87;800.18;hills
PRV000908;land;172;144;33;1398.45;815.77;mountain
PRV000909;land;11;171;159;1336.16;810.37;plains
PRV000910;land;219;70;105;2397.0;531.91;plains
PRV000911;land;186;113;61;2354.25;487.21;plains
PRV000912;land;136;253;149;2350.98;567.09;plains
PRV000913;land;47;62;89;2432.36;587.31;plains
PRV000914;land;217;185;139;2454.6;526.5;plains
PRV000915;land;223;45;156;2412.63;479.11;plains
PRV000916;land;211;47;168;656.77;804.9;forest
PRV000917;land;234;55;216;677.19;792.02;forest
PRV000918;land;192;67;215;702.5;786.87;forest
PRV000919;land;99;243;40;700.85;769.43;forest
PRV000920;land;139;98;225;704.11;805.45;plains
PRV000921;land;62;68;151;653.31;782.85;forest
PRV000922;land;240;107;21;677.08;769.78;forest
PRV000923;land;193;252;216;725.93;775.91;forest
PRV000924;land;183;226;143;708.22;825.5;plains
PRV000925;land;83;237;18;662.21;759.89;forest
PRV000926;land;182;110;70;677.76;819.69;plains
PRV000927;land;164;212;132;165.95;326.72;plains
PRV000928;land;22;90;1;204.23;322.06;plains
PRV000929;land;76;64;139;208.48;351.0;plains
PRV000930;land;32;84;120;229.88;347.16;plains
PRV000931;land;210;116;239;152.25;376.15;urban
PRV000932;land;53;232;62;160.55;437.27;plains
PRV000933;land;187;16;182;150.87;334.06;urban
PRV000934;land;169;83;173;164.11;404.84;plains
PRV000935;land;243;64;232;176.76;385.81;plains
PRV000936;land;197;79;8;187.66;417.18;plains
PRV000937;land;175;104;24;202.58;301.0;plains
PRV000938;land;58;207;26;200.73;337.8;plains
PRV000939;land;20;244;137;235.29;363.54;plains
PRV000940;land;164;124;247;211.02;368.95;plains
PRV000941;land;45;127;84;157.87;355.6;urban
PRV000942;land;236;89;200;179.86;343.47;plains
PRV000943;land;170;235;15;213.76;314.96;plains
PRV000944;land;82;101;131;221.09;384.55;plains
PRV000945;land;202;129;8;225.45;331.59;plains
PRV000946;land;135;70;88;201.02;393.73;plains
PRV000947;land;1;103;219;186.84;364.82;plains
PRV000948;land;165;161;221;188.17;321.45;plains
PRV000949;land;91;137;210;366.05;1066.2;hills
PRV000950;land;222;82;130;372.27;1042.9;hills
PRV000951;land;212;199;137;367.13;974.08;mountain
PRV000952;land;134;49;85;312.75;1005.68;hills
PRV000953;land;214;63;247;400.28;1067.83;hills
PRV000954;land;227;127;95;403.08;1006.4;hills
PRV000955;land;10;52;110;288.81;1054.62;hills
PRV000956;land;115;112;78;321.28;958.82;mountain
PRV000957;land;155;98;173;318.12;1087.76;hills
PRV000958;land;91;151;110;356.28;1090.8;hills
PRV000959;land;72;156;221;404.43;1043.31;hills
PRV000960;land;100;14;222;242.46;1023.2;hills
PRV000961;land;40;114;220;332.57;1058.54;hills
PRV000962;land;59;75;153;256.66;977.51;mountain
PRV000963;land;28;69;228;382.18;1082.5;hills
PRV000964;land;69;107;149;353.17;1021.83;hills
PRV000965;land;136;13;83;338.88;1112.49;hills
PRV000966;land;200;84;212;407.09;975.22;mountain
PRV000967;land;54;121;9;774.65;65.35;forest
PRV000968;land;103;198;41;817.19;117.96;hills
PRV000969;land;82;223;206;847.61;120.81;hills
PRV000970;land;108;242;138;810.73;92.17;hills
PRV000971;land;54;25;93;823.53;106.71;hills
PRV000972;land;44;198;109;804.64;130.13;hills
PRV000973;land;69;107;165;809.7;72.71;forest
PRV000974;land;160;170;73;820.68;141.09;hills
PRV000975;land;217;90;80;785.87;88.48;hills
PRV000976;land;47;185;253;854.0;98.8;hills
PRV000977;land;209;151;206;792.16;115.53;hills
PRV000978;land;53;147;212;836.0;91.02;hills
PRV000979;land;218;85;122;836.49;140.64;hills
PRV000980;land;78;163;29;754.71;93.83;hills
PRV000981;land;136;120;26;771.23;113.14;hills
PRV000982;land;169;120;193;2067.52;317.17;forest
PRV000983;land;90;132;223;2086.41;455.34;hills
PRV000984;land;63;49;184;2014.87;367.48;forest
PRV000985;land;169;63;152;2142.01;471.97;forest
PRV000986;land;137;12;227;2127.07;369.62;forest
PRV000987;land;37;212;91;2098.81;411.1;forest
PRV000988;land;5;127;250;2040.8;421.7;hills
PRV000989;land;207;127;249;2082.82;362.41;forest
PRV000990;land;240;30;252;2143.35;420.35;forest
PRV000991;land;128;178;239;2125.94;322.46;forest
PRV000992;land;5;163;234;2054.56;384.4;forest
PRV000993;land;152;49;145;2046.46;603.82;mountain
PRV000994;land;241;118;44;2012.25;616.92;hills
PRV000995;land;211;24;152;2050.82;672.6;hills
PRV000996;land;193;46;72;2016.67;593.94;hills
PRV000997;land;195;139;72;2078.9;606.0;mountain
PRV000998;land;174;179;86;2023.32;679.22;hills
PRV000999;land;208;199;44;2022.77;658.35;hills
PRV001000;land;52;133;217;2076.51;646.65;mountain
PRV001001;land;231;156;209;2002.82;671.18;forest
PRV001002;land;154;97;198;2032.71;623.52;hills
PRV001003;land;75;48;149;2013.74;640.72;hills
PRV001004;land;186;0;30;2037.46;646.61;hills
PRV001005;land;110;21;245;2068.6;623.81;mountain
PRV001006;land;132;86;49;2054.37;640.37;hills
PRV001007;land;13;18;183;1139.53;1275.74;hills
PRV001008;land;91;42;123;1142.31;1222.34;hills
PRV001009;land;186;14;155;1155.0;1259.07;hills
PRV001010;land;177;24;171;1212.11;1226.74;hills
PRV001011;land;73;72;20;1186.97;1202.66;hills
PRV001012;land;190;78;34;1170.41;1241.78;hills
PRV001013;land;36;203;119;1113.83;1222.42;plains
PRV001014;land;151;111;117;1250.75;1232.38;hills
PRV001015;land;144;92;82;1167.32;1216.11;hills
PRV001016;land;164;58;226;1232.15;1260.13;hills
PRV001017;land;252;235;107;1166.99;1275.37;hills
PRV001018;land;228;152;32;1133.34;1247.24;hills
PRV001019;land;86;55;20;1204.45;1177.93;hills
PRV001020;land;218;148;209;1229.69;1187.35;hills
PRV001021;land;44;95;122;1192.89;1257.4;hills
PRV001022;land;223;0;92;1214.67;1011.96;hills
PRV001023;land;67;86;170;1204.49;955.13;hills
PRV001024;land;143;82;224;1231.34;1024.7;hills
PRV001025;land;188;210;164;1189.19;970.86;hills
PRV001026;land;158;43;154;1224.88;988.82;hills
PRV001027;land;158;7;9;1235.4;1004.68;hills
PRV001028;land;149;208;232;1218.53;966.6;hills
PRV001029;land;142;214;31;1205.2;989.89;hills
PRV001030;land;94;60;182;1235.01;975.56;hills
PRV001031;land;229;177;223;1784.25;264.07;urban
PRV001032;land;109;224;158;1711.86;276.71;forest
PRV001033;land;153;212;104;1791.81;313.89;hills
PRV001034;land;155;250;209;1743.13;269.59;forest
PRV001035;land;50;81;209;1823.12;345.68;mountain
PRV001036;land;96;75;0;1697.1;298.3;forest
PRV001037;land;101;82;245;1741.86;312.01;forest
PRV001038;land;114;83;98;738.69;453.22;hills
PRV001039;land;133;222;25;708.92;478.33;plains
PRV001040;land;77;212;25;726.78;491.83;forest
PRV001041;land;225;230;82;717.54;432.44;hills
PRV001042;land;192;91;1;693.37;413.49;plains
PRV001043;land;172;42;73;685.31;434.28;plains
PRV001044;land;68;3;204;673.32;459.08;plains
PRV001045;land;182;217;60;750.89;421.14;mountain
PRV001046;land;5;22;123;711.27;401.05;mountain
PRV001047;land;34;141;210;700.11;456.66;plains
PRV001048;land;185;186;237;737.06;404.1;mountain
PRV001049;land;240;66;207;745.39;480.29;forest
PRV001050;land;87;127;252;1042.66;1738.42;desert
PRV001051;land;24;197;5;1115.71;1742.02;desert
PRV001052;land;164;72;66;1002.2;1735.34;desert
PRV001053;land;74;216;142;694.0;1743.44;desert
PRV001054;land;74;6;154;922.88;1735.39;desert
PRV001055;land;117;204;117;1958.61;570.62;hills
PRV001056;land;171;235;40;1951.99;598.7;hills
PRV001057;land;215;102;77;1941.18;587.8;hills
PRV001058;land;254;11;105;1985.34;568.24;hills
PRV001059;land;164;115;145;580.52;1129.07;plains
PRV001060;land;23;252;133;545.58;1060.67;hills
PRV001061;land;249;157;31;556.43;994.7;mountain
PRV001062;land;217;167;173;535.98;1000.3;mountain
PRV001063;land;108;246;88;529.27;1019.0;mountain
PRV001064;land;207;66;104;570.99;1040.47;mountain
PRV001065;land;236;255;104;567.08;1058.65;hills
PRV001066;land;245;106;192;575.97;1002.43;mountain
PRV001067;land;12;235;189;559.11;1018.38;mountain
PRV001068;land;20;208;206;532.53;1042.75;hills
PRV001069;land;138;254;110;549.49;1034.33;mountain
PRV001070;land;33;57;182;476.68;1122.04;hills
PRV001071;land;184;61;40;469.4;1103.84;hills
PRV001072;land;201;132;151;449.79;1086.02;hills
